name,ring,quadrant,isNew,description
InfluxDB,Adopt,Platforms,FALSE,<p>Open source time series database optimized for fast read and write of timestamped data <a href='https://docs.influxdata.com/influxdb/'>Docs</a></p>
ElasticSearch,Adopt,Platforms,TRUE,<p>Popular distributed search and analytics engine designed for horizontal scalability and high availability <a href='https://www.elastic.co/guide/en/elasticsearch/reference/current/index.html'>Docs</a></p>  
Autoprefixer,Adopt,Tools,FALSE,<p>PostCSS plugin that parses CSS and adds vendor prefixes automatically based on browser compatibility data <a href='https://github.com/postcss/autoprefixer'>Docs</a></p>
postCSS,Adopt,Tools,FALSE,<p>Powerful toolkit for transforming CSS with JavaScript plugins like Autoprefixer Sass and more <a href='https://postcss.org/'>Docs</a></p>
Webpack,Adopt,Tools,FALSE,<p>Leading open source static module bundler for modern JavaScript applications with a robust plugin ecosystem <a href='https://webpack.js.org/concepts/'>Docs</a></p>  
Babel,Adopt,Tools,FALSE,<p>Open source transpiler that converts ECMAScript 2015+ code into backwards compatible JavaScript that can run in older environments <a href='https://babeljs.io/docs/en/'>Docs</a></p>
ESLint,Adopt,Tools,FALSE,<p>Pluggable and configurable JavaScript linter used to identify problematic patterns and enforce consistent code style guidelines <a href='https://eslint.org/docs/latest/'>Docs</a></p>
Prettier,Adopt,Tools,TRUE,<p>Opinionated code formatter that supports multiple languages and integrates with most editors to enforce consistent code style <a href='https://prettier.io/docs/en/index.html'>Docs</a></p> 
Husky,Adopt,Tools,TRUE,<p>Tool for configuring Git hooks that runs scripts on events like commit push and more to automate tasks like linting and testing <a href='https://typicode.github.io/husky/#/?id=usage'>Docs</a></p>  
lint-staged,Adopt,Tools,FALSE,<p>Script that runs automatically on Git staged files allowing configurable linting formatting and other tasks on changes before commit <a href='https://github.com/okonet/lint-staged'>Docs</a></p>
Jest,Adopt,Tools,FALSE,<p>Leading open source testing framework for JavaScript focused on simplicity and support for diverse testing approaches <a href='https://jestjs.io/docs/getting-started'>Docs</a></p>
Cypress,Adopt,Tools,TRUE,<p>Front end testing tool built for the modern web that allows developers to write faster more reliable browser-based tests <a href='https://docs.cypress.io/guides/overview/why-cypress'>Docs</a></p>
Docker,Adopt,Tools,FALSE,<p>Widely used open platform for building sharing and running applications using OS-level virtualization to deliver them in containers <a href='https://docs.docker.com/'>Docs</a></p> 
Logstash,Adopt,Tools,FALSE,<p>Flexible server-side data processing pipeline that allows collecting data from diverse sources transforming it and sending it to various targets <a href='https://www.elastic.co/guide/en/logstash/current/getting-started-with-logstash.html'>Docs</a></p>  
Grafana,Adopt,Tools,FALSE,<p>Feature-rich open source data visualization and monitoring solution designed for metrics dashboards and time-series analytics <a href='https://grafana.com/docs/'>Docs</a></p>
Kibana,Adopt,Tools,FALSE,<p>Free and open user interface designed specifically for the Elastic Stack that excel for search view and interact with data <a href='https://www.elastic.co/guide/en/kibana/current/index.html'>Docs</a></p>
GitLab,Adopt,Platforms,FALSE,<p>Fully featured DevOps platform delivered as a single application to plan create deploy monitor operate and secure applications <a href='https://docs.gitlab.com/'>Docs</a></p>   
Atlassian Jira,Adopt,Platforms,FALSE,<p>Leading proprietary project and issue tracking tool from Atlassian with advanced reporting workflows and automation <a href='https://www.atlassian.com/software/jira/guides'>Docs</a></p>
Atlassian Confluence,Adopt,Platforms,FALSE,<p>Powerful team collaboration and workflow management software from Atlassian for technical writing and knowledge management <a href='https://confluence.atlassian.com/doc/confluence-documentation-home-3296.html'>Docs</a></p>
Figma,Adopt,Tools,FALSE,<p>Leading collaborative interface design tool built in the browser with powerful features for designing prototyping and generating code <a href='https://help.figma.com/'>Docs</a></p>
Linux,Adopt,Languages & frameworks,FALSE,<p>Open source operating system with excellent stability and security widely used for servers and infrastructure <a href='https://www.linux.org/'>Docs</a></p>  
HTML,Adopt,Languages & frameworks,FALSE,<p>Standard markup language designed for creating web pages and applications that runs in all browsers <a href='https://developer.mozilla.org/en-US/docs/Web/HTML'>Docs</a></p>
